,date,user_id,monthly_income,monthly_expense_total,emergency_fund,investment_amount,debt_to_income_ratio,Rasio Dana Darurat,score_dana_darurat,score_utang,cash_flow,score_cashflow,financial_health_score,status_kesiapan
2639,2023-11-06,1979,4675.23,3685.93,1091.1,194.28,0.22,0.3,2.0,21.75,989.2999999999997,30,53.75,Perbaiki Dana Darurat dan pelunasan Utang
2640,2019-01-01,1465,4784.64,2873.62,1483.28,616.82,0.49,0.52,3.47,11.63,1911.0200000000004,30,45.1,Perbaiki Dana Darurat dan pelunasan Utang
2641,2019-01-31,1125,5246.93,3598.26,627.22,519.55,0.2,0.17,1.13,22.5,1648.67,30,53.63,Perbaiki Dana Darurat dan pelunasan Utang
2642,2019-03-02,1649,2951.86,2845.98,782.87,292.49,0.52,0.28,1.87,10.5,105.88000000000011,30,42.37,Perbaiki Dana Darurat dan pelunasan Utang
2643,2019-04-01,1109,3809.75,2879.78,1222.64,235.04,0.56,0.42,2.8,9.0,929.9699999999998,30,41.8,Perbaiki Dana Darurat dan pelunasan Utang
2644,2019-05-01,1054,4581.38,3670.36,828.45,1047.18,0.6,0.23,1.53,7.5,911.02,30,39.03,WARING!!! : Fokus Lunasi Utang & Nabung
2645,2019-05-31,1635,4744.85,3129.47,1279.96,542.16,0.13,0.41,2.73,25.12,1615.3800000000006,30,57.85,Perbaiki Dana Darurat dan pelunasan Utang
2646,2019-06-30,1741,2668.89,3551.11,751.94,241.57,0.47,0.21,1.4,12.38,-882.2200000000003,0,13.78,WARING!!! : Fokus Lunasi Utang & Nabung
2647,2019-07-30,1921,4455.12,2669.96,1095.61,472.72,0.17,0.41,2.73,23.62,1785.1599999999999,30,56.35,Perbaiki Dana Darurat dan pelunasan Utang
2648,2019-08-29,1823,3139.62,4186.89,1378.33,581.41,0.52,0.33,2.2,10.5,-1047.2700000000004,0,12.7,WARING!!! : Fokus Lunasi Utang & Nabung
2649,2019-09-28,1200,4569.58,3569.71,1267.48,561.14,0.27,0.36,2.4,19.88,999.8699999999999,30,52.28,Perbaiki Dana Darurat dan pelunasan Utang
2650,2019-10-28,1165,2297.31,3144.83,426.45,596.07,0.11,0.14,0.93,25.88,-847.52,0,26.81,WARING!!! : Fokus Lunasi Utang & Nabung
2651,2019-11-27,1827,3606.54,4063.18,714.95,348.41,0.25,0.18,1.2,20.62,-456.6399999999999,0,21.82,WARING!!! : Fokus Lunasi Utang & Nabung
2652,2019-12-27,1804,3901.15,2717.0,1199.7,486.09,0.38,0.44,2.93,15.75,1184.15,30,48.68,Perbaiki Dana Darurat dan pelunasan Utang
2653,2020-01-26,1326,4061.33,3102.7,1638.43,0.0,0.57,0.53,3.53,8.63,958.6300000000001,30,42.16,Perbaiki Dana Darurat dan pelunasan Utang
2654,2020-02-25,1621,4200.39,2733.36,0.0,813.94,0.36,0.0,0.0,16.5,1467.0300000000002,30,46.5,Perbaiki Dana Darurat dan pelunasan Utang
2655,2020-03-26,1543,5502.02,3872.48,1339.67,360.5,0.16,0.35,2.33,24.0,1629.5400000000004,30,56.33,Perbaiki Dana Darurat dan pelunasan Utang
2656,2020-04-25,1153,4987.93,2830.48,623.64,595.71,0.13,0.22,1.47,25.12,2157.4500000000003,30,56.59,Perbaiki Dana Darurat dan pelunasan Utang
2657,2020-05-25,1585,2416.54,3593.51,1144.8,664.18,0.14,0.32,2.13,24.75,-1176.9700000000003,0,26.88,WARING!!! : Fokus Lunasi Utang & Nabung
2658,2020-06-24,1137,4089.74,3465.71,1605.97,860.3,0.34,0.46,3.07,17.25,624.0299999999997,30,50.32,Perbaiki Dana Darurat dan pelunasan Utang
2659,2020-07-24,1655,4286.02,2758.84,1215.85,628.88,0.47,0.44,2.93,12.38,1527.1800000000003,30,45.31,Perbaiki Dana Darurat dan pelunasan Utang
2660,2020-08-23,1897,2583.09,2897.54,1476.93,368.93,0.55,0.51,3.4,9.38,-314.4499999999998,0,12.78,WARING!!! : Fokus Lunasi Utang & Nabung
2661,2020-09-22,1501,6066.1,4571.76,638.92,522.01,0.12,0.14,0.93,25.5,1494.3400000000001,30,56.43,Perbaiki Dana Darurat dan pelunasan Utang
2662,2020-10-22,1389,2684.49,2944.61,563.36,174.38,0.41,0.19,1.27,14.63,-260.12000000000035,0,15.9,WARING!!! : Fokus Lunasi Utang & Nabung
2663,2020-11-21,1325,3618.4,4133.73,1050.57,736.52,0.23,0.25,1.67,21.38,-515.3299999999995,0,23.05,WARING!!! : Fokus Lunasi Utang & Nabung
2664,2020-12-21,1994,3279.4,3719.96,501.35,217.82,0.57,0.13,0.87,8.63,-440.55999999999995,0,9.5,WARING!!! : Fokus Lunasi Utang & Nabung
2665,2021-01-20,1688,5099.01,1419.91,797.52,462.98,0.29,0.56,3.73,19.12,3679.1000000000004,30,52.85,Perbaiki Dana Darurat dan pelunasan Utang
2666,2021-02-19,1198,5254.63,3690.36,1115.73,0.0,0.24,0.3,2.0,21.0,1564.27,30,53.0,Perbaiki Dana Darurat dan pelunasan Utang
2667,2021-03-21,1800,1649.18,2785.35,1734.84,277.49,0.23,0.62,4.13,21.38,-1136.1699999999998,0,25.51,WARING!!! : Fokus Lunasi Utang & Nabung
2668,2021-04-20,1419,3788.48,3132.75,740.87,314.11,0.57,0.24,1.6,8.63,655.73,30,40.23,Perbaiki Dana Darurat dan pelunasan Utang
2669,2021-05-20,1885,4534.09,2518.38,837.61,597.13,0.46,0.33,2.2,12.75,2015.71,30,44.95,Perbaiki Dana Darurat dan pelunasan Utang
2670,2021-06-19,1824,3824.28,2233.95,1182.16,362.14,0.24,0.53,3.53,21.0,1590.3300000000004,30,54.53,Perbaiki Dana Darurat dan pelunasan Utang
2671,2021-07-19,1523,4430.53,3054.13,1357.61,709.62,0.59,0.44,2.93,7.88,1376.3999999999996,30,40.81,Perbaiki Dana Darurat dan pelunasan Utang
2672,2021-08-18,1098,4609.38,2293.84,1005.17,154.06,0.49,0.44,2.93,11.63,2315.54,30,44.56,Perbaiki Dana Darurat dan pelunasan Utang
2673,2021-09-17,1989,5329.29,2140.66,987.64,0.0,0.51,0.46,3.07,10.88,3188.63,30,43.95,Perbaiki Dana Darurat dan pelunasan Utang
2674,2021-10-17,1305,4009.96,3248.56,1429.82,874.2,0.48,0.44,2.93,12.0,761.4000000000001,30,44.93,Perbaiki Dana Darurat dan pelunasan Utang
2675,2021-11-16,1109,3898.66,3497.65,1236.2,567.28,0.5,0.35,2.33,11.25,401.00999999999976,30,43.58,Perbaiki Dana Darurat dan pelunasan Utang
2676,2021-12-16,1982,2677.14,1893.56,1257.92,884.72,0.51,0.66,4.4,10.88,783.5799999999999,30,45.28,Perbaiki Dana Darurat dan pelunasan Utang
2677,2022-01-15,1266,3127.78,2931.47,1655.27,250.32,0.47,0.56,3.73,12.38,196.3100000000004,30,46.11,Perbaiki Dana Darurat dan pelunasan Utang
2678,2022-02-14,1200,4064.16,2708.73,1138.64,455.75,0.29,0.42,2.8,19.12,1355.4299999999998,30,51.92,Perbaiki Dana Darurat dan pelunasan Utang
2679,2022-03-16,1931,2309.58,2313.79,681.62,897.12,0.41,0.29,1.93,14.63,-4.210000000000036,0,16.56,WARING!!! : Fokus Lunasi Utang & Nabung
2680,2022-04-15,1128,4805.37,2235.81,1086.82,592.76,0.34,0.49,3.27,17.25,2569.56,30,50.52,Perbaiki Dana Darurat dan pelunasan Utang
2681,2022-05-15,1946,2357.92,3605.77,732.22,222.36,0.27,0.2,1.33,19.88,-1247.85,0,21.21,WARING!!! : Fokus Lunasi Utang & Nabung
2682,2022-06-14,1855,4655.62,3910.49,2071.49,282.68,0.56,0.53,3.53,9.0,745.1300000000001,30,42.53,Perbaiki Dana Darurat dan pelunasan Utang
2683,2022-07-14,1498,4990.51,1485.77,1200.48,370.61,0.44,0.81,5.4,13.5,3504.7400000000002,30,48.9,Perbaiki Dana Darurat dan pelunasan Utang
2684,2022-08-13,1927,6737.39,2520.88,966.75,362.73,0.2,0.38,2.53,22.5,4216.51,30,55.03,Perbaiki Dana Darurat dan pelunasan Utang
2685,2022-09-12,1753,4427.19,2731.95,822.3,251.78,0.34,0.3,2.0,17.25,1695.2399999999998,30,49.25,Perbaiki Dana Darurat dan pelunasan Utang
2686,2022-10-12,1272,5710.41,3616.83,1713.24,582.81,0.41,0.47,3.13,14.63,2093.58,30,47.76,Perbaiki Dana Darurat dan pelunasan Utang
2687,2022-11-11,1406,4150.82,2735.75,1379.04,338.87,0.25,0.5,3.33,20.62,1415.0699999999997,30,53.95,Perbaiki Dana Darurat dan pelunasan Utang
2688,2022-12-11,1486,3266.72,3395.78,1056.49,512.31,0.31,0.31,2.07,18.38,-129.0600000000004,0,20.45,WARING!!! : Fokus Lunasi Utang & Nabung
2689,2023-01-10,1737,2651.03,2755.19,739.54,380.8,0.13,0.27,1.8,25.12,-104.15999999999985,0,26.92,WARING!!! : Fokus Lunasi Utang & Nabung
2690,2023-02-09,1754,4400.66,3384.67,1448.24,297.95,0.41,0.43,2.87,14.63,1015.9899999999998,30,47.5,Perbaiki Dana Darurat dan pelunasan Utang
2691,2023-03-11,1789,5861.05,3671.37,1455.41,69.82,0.29,0.4,2.67,19.12,2189.6800000000003,30,51.79,Perbaiki Dana Darurat dan pelunasan Utang
2692,2023-04-10,1175,5085.65,3201.07,641.21,34.58,0.18,0.2,1.33,23.25,1884.5799999999995,30,54.58,Perbaiki Dana Darurat dan pelunasan Utang
2693,2023-05-10,1236,3926.44,2339.91,385.63,499.32,0.47,0.16,1.07,12.38,1586.5300000000002,30,43.45,Perbaiki Dana Darurat dan pelunasan Utang
2694,2023-06-09,1919,3439.29,3526.43,1765.09,365.01,0.18,0.5,3.33,23.25,-87.13999999999987,0,26.58,WARING!!! : Fokus Lunasi Utang & Nabung
2695,2023-07-09,1368,2715.23,1976.34,0.0,422.8,0.54,0.0,0.0,9.75,738.8900000000001,30,39.75,WARING!!! : Fokus Lunasi Utang & Nabung
2696,2023-08-08,1597,5583.22,3617.96,653.18,224.26,0.42,0.18,1.2,14.25,1965.2600000000002,30,45.45,Perbaiki Dana Darurat dan pelunasan Utang
2697,2023-09-07,1178,5030.67,2803.42,1147.87,59.89,0.14,0.41,2.73,24.75,2227.25,30,57.48,Perbaiki Dana Darurat dan pelunasan Utang
2698,2023-10-07,1075,3005.0,3515.83,778.46,403.75,0.46,0.22,1.47,12.75,-510.8299999999999,0,14.22,WARING!!! : Fokus Lunasi Utang & Nabung
2699,2023-11-06,1502,4444.28,3586.98,573.8,0.0,0.43,0.16,1.07,13.88,857.2999999999997,30,44.95,Perbaiki Dana Darurat dan pelunasan Utang
2700,2019-01-01,1048,5026.76,3636.73,2373.34,529.29,0.38,0.65,4.33,15.75,1390.0300000000002,30,50.08,Perbaiki Dana Darurat dan pelunasan Utang
2701,2019-01-31,1696,2656.73,2325.14,1180.23,763.89,0.41,0.51,3.4,14.63,331.59000000000015,30,48.03,Perbaiki Dana Darurat dan pelunasan Utang
2702,2019-03-02,1565,2801.61,2670.41,827.78,467.35,0.4,0.31,2.07,15.0,131.20000000000027,30,47.07,Perbaiki Dana Darurat dan pelunasan Utang
2703,2019-04-01,1675,4721.14,2536.01,1124.6,296.92,0.26,0.44,2.93,20.25,2185.13,30,53.18,Perbaiki Dana Darurat dan pelunasan Utang
2704,2019-05-01,1799,4025.6,3903.41,866.26,190.2,0.57,0.22,1.47,8.63,122.19000000000005,30,40.1,Perbaiki Dana Darurat dan pelunasan Utang
2705,2019-05-31,1196,3306.65,2961.81,381.89,505.5,0.28,0.13,0.87,19.5,344.84000000000015,30,50.37,Perbaiki Dana Darurat dan pelunasan Utang
2706,2019-06-30,1211,3866.63,5106.9,78.75,323.48,0.5,0.02,0.13,11.25,-1240.2699999999995,0,11.38,WARING!!! : Fokus Lunasi Utang & Nabung
2707,2019-07-30,1475,5160.89,2513.62,1096.7,440.18,0.32,0.44,2.93,18.0,2647.2700000000004,30,50.93,Perbaiki Dana Darurat dan pelunasan Utang
2708,2019-08-29,1649,4543.47,2187.26,1582.48,80.53,0.3,0.72,4.8,18.75,2356.21,30,53.55,Perbaiki Dana Darurat dan pelunasan Utang
2709,2019-09-28,1464,4184.43,2190.78,1000.13,0.0,0.51,0.46,3.07,10.88,1993.65,30,43.95,Perbaiki Dana Darurat dan pelunasan Utang
2710,2019-10-28,1458,4122.43,4323.02,1595.21,300.76,0.24,0.37,2.47,21.0,-200.59000000000015,0,23.47,WARING!!! : Fokus Lunasi Utang & Nabung
2711,2019-11-27,1053,2551.57,2293.94,1166.07,423.98,0.31,0.51,3.4,18.38,257.6300000000001,30,51.78,Perbaiki Dana Darurat dan pelunasan Utang
2712,2019-12-27,1048,4910.32,2386.86,716.03,558.22,0.2,0.3,2.0,22.5,2523.4599999999996,30,54.5,Perbaiki Dana Darurat dan pelunasan Utang
2713,2020-01-26,1284,3324.79,3993.77,1396.84,194.67,0.51,0.35,2.33,10.88,-668.98,0,13.21,WARING!!! : Fokus Lunasi Utang & Nabung
2714,2020-02-25,1408,2571.25,1455.54,507.87,342.51,0.39,0.35,2.33,15.38,1115.71,30,47.71,Perbaiki Dana Darurat dan pelunasan Utang
2715,2020-03-26,1437,4687.22,2770.55,1074.57,560.85,0.22,0.39,2.6,21.75,1916.67,30,54.35,Perbaiki Dana Darurat dan pelunasan Utang
2716,2020-04-25,1076,5454.76,2154.47,677.57,641.61,0.5,0.31,2.07,11.25,3300.2900000000004,30,43.32,Perbaiki Dana Darurat dan pelunasan Utang
2717,2020-05-25,1343,5347.98,3127.12,994.79,121.27,0.48,0.32,2.13,12.0,2220.8599999999997,30,44.13,Perbaiki Dana Darurat dan pelunasan Utang
2718,2020-06-24,1747,1876.64,4276.5,1077.59,313.01,0.43,0.25,1.67,13.88,-2399.8599999999997,0,15.55,WARING!!! : Fokus Lunasi Utang & Nabung
2719,2020-07-24,1851,3742.1,3083.87,1118.76,872.32,0.59,0.36,2.4,7.88,658.23,30,40.28,Perbaiki Dana Darurat dan pelunasan Utang
2720,2020-08-23,1408,3402.84,3095.39,1516.96,667.32,0.46,0.49,3.27,12.75,307.4500000000003,30,46.02,Perbaiki Dana Darurat dan pelunasan Utang
2721,2020-09-22,1896,3623.36,3528.04,1738.23,579.28,0.24,0.49,3.27,21.0,95.32000000000016,30,54.27,Perbaiki Dana Darurat dan pelunasan Utang
2722,2020-10-22,1215,4266.3,3036.63,1396.4,94.32,0.41,0.46,3.07,14.63,1229.67,30,47.7,Perbaiki Dana Darurat dan pelunasan Utang
2723,2020-11-21,1127,3837.87,3038.68,1085.05,472.29,0.21,0.36,2.4,22.12,799.19,30,54.52,Perbaiki Dana Darurat dan pelunasan Utang
2724,2020-12-21,1489,3219.47,2409.59,1165.88,643.96,0.47,0.48,3.2,12.38,809.8799999999997,30,45.58,Perbaiki Dana Darurat dan pelunasan Utang
2725,2021-01-20,1637,3748.07,3559.08,939.24,502.43,0.43,0.26,1.73,13.88,188.99000000000024,30,45.61,Perbaiki Dana Darurat dan pelunasan Utang
2726,2021-02-19,1940,4358.13,3525.91,925.21,95.86,0.31,0.26,1.73,18.38,832.2200000000003,30,50.11,Perbaiki Dana Darurat dan pelunasan Utang
2727,2021-03-21,1659,2564.52,528.43,632.62,144.37,0.46,1.2,8.0,12.75,2036.0900000000001,30,50.75,Perbaiki Dana Darurat dan pelunasan Utang
2728,2021-04-20,1668,2482.43,3409.37,569.85,294.95,0.24,0.17,1.13,21.0,-926.94,0,22.13,WARING!!! : Fokus Lunasi Utang & Nabung
2729,2021-05-20,1623,4348.67,2319.55,517.86,519.73,0.36,0.22,1.47,16.5,2029.12,30,47.97,Perbaiki Dana Darurat dan pelunasan Utang
2730,2021-06-19,1804,4558.71,3893.4,0.0,474.65,0.11,0.0,0.0,25.88,665.31,30,55.88,Perbaiki Dana Darurat dan pelunasan Utang
2731,2021-07-19,1528,2696.33,4383.92,819.03,155.02,0.16,0.19,1.27,24.0,-1687.5900000000001,0,25.27,WARING!!! : Fokus Lunasi Utang & Nabung
2732,2021-08-18,1512,3032.06,2532.83,1566.03,441.33,0.31,0.62,4.13,18.38,499.23,30,52.51,Perbaiki Dana Darurat dan pelunasan Utang
2733,2021-09-17,1992,2586.75,1986.99,822.22,146.2,0.13,0.41,2.73,25.12,599.76,30,57.85,Perbaiki Dana Darurat dan pelunasan Utang
2734,2021-10-17,1272,3466.72,3246.7,714.29,0.0,0.39,0.22,1.47,15.38,220.01999999999998,30,46.85,Perbaiki Dana Darurat dan pelunasan Utang
2735,2021-11-16,1155,3634.99,4646.84,556.13,305.78,0.6,0.12,0.8,7.5,-1011.8500000000004,0,8.3,WARING!!! : Fokus Lunasi Utang & Nabung
2736,2021-12-16,1213,3878.21,4252.27,1199.01,612.36,0.25,0.28,1.87,20.62,-374.0600000000004,0,22.49,WARING!!! : Fokus Lunasi Utang & Nabung
2737,2022-01-15,1098,3381.49,2511.31,0.0,255.31,0.32,0.0,0.0,18.0,870.1799999999998,30,48.0,Perbaiki Dana Darurat dan pelunasan Utang
2738,2022-02-14,1367,3721.78,3474.64,520.93,415.47,0.36,0.15,1.0,16.5,247.14000000000033,30,47.5,Perbaiki Dana Darurat dan pelunasan Utang
2739,2022-03-16,1975,4103.18,1429.14,1314.01,218.39,0.48,0.92,6.13,12.0,2674.04,30,48.13,Perbaiki Dana Darurat dan pelunasan Utang
2740,2022-04-15,1037,3663.05,3183.98,1186.39,94.87,0.53,0.37,2.47,10.12,479.07000000000016,30,42.59,Perbaiki Dana Darurat dan pelunasan Utang
2741,2022-05-15,1773,3431.03,2674.01,1546.97,125.29,0.26,0.58,3.87,20.25,757.02,30,54.12,Perbaiki Dana Darurat dan pelunasan Utang
2742,2022-06-14,1359,4564.72,3822.91,878.29,440.57,0.26,0.23,1.53,20.25,741.8100000000004,30,51.78,Perbaiki Dana Darurat dan pelunasan Utang
2743,2022-07-14,1703,4530.16,2588.87,1041.48,570.77,0.38,0.4,2.67,15.75,1941.29,30,48.42,Perbaiki Dana Darurat dan pelunasan Utang
2744,2022-08-13,1514,3337.61,3491.33,941.54,288.37,0.4,0.27,1.8,15.0,-153.7199999999998,0,16.8,WARING!!! : Fokus Lunasi Utang & Nabung
2745,2022-09-12,1499,4950.53,2660.23,1294.31,626.49,0.13,0.49,3.27,25.12,2290.2999999999997,30,58.39,Perbaiki Dana Darurat dan pelunasan Utang
2746,2022-10-12,1074,3604.93,3988.9,620.93,37.24,0.33,0.16,1.07,17.62,-383.97000000000025,0,18.69,WARING!!! : Fokus Lunasi Utang & Nabung
2747,2022-11-11,1695,3333.42,2866.01,1440.17,0.0,0.45,0.5,3.33,13.12,467.40999999999985,30,46.45,Perbaiki Dana Darurat dan pelunasan Utang
2748,2022-12-11,1252,4000.02,2328.58,595.56,437.01,0.27,0.26,1.73,19.88,1671.44,30,51.61,Perbaiki Dana Darurat dan pelunasan Utang
2749,2023-01-10,1224,2223.4,4052.87,0.0,125.3,0.23,0.0,0.0,21.38,-1829.4699999999998,0,21.38,WARING!!! : Fokus Lunasi Utang & Nabung
2750,2023-02-09,1525,3317.96,2244.96,616.13,240.94,0.29,0.27,1.8,19.12,1073.0,30,50.92,Perbaiki Dana Darurat dan pelunasan Utang
2751,2023-03-11,1803,4567.36,1759.78,1021.65,567.41,0.55,0.58,3.87,9.38,2807.58,30,43.25,Perbaiki Dana Darurat dan pelunasan Utang
2752,2023-04-10,1153,4736.23,2157.48,469.2,322.29,0.4,0.22,1.47,15.0,2578.7499999999995,30,46.47,Perbaiki Dana Darurat dan pelunasan Utang
2753,2023-05-10,1807,4482.65,2778.98,1256.63,0.0,0.11,0.45,3.0,25.88,1703.6699999999996,30,58.88,Perbaiki Dana Darurat dan pelunasan Utang
2754,2023-06-09,1628,4505.88,3163.56,957.09,917.85,0.27,0.3,2.0,19.88,1342.3200000000002,30,51.88,Perbaiki Dana Darurat dan pelunasan Utang
2755,2023-07-09,1256,3700.6,3883.78,839.0,380.85,0.11,0.22,1.47,25.88,-183.1800000000003,0,27.35,WARING!!! : Fokus Lunasi Utang & Nabung
2756,2023-08-08,1737,2410.85,2662.64,1216.32,454.46,0.34,0.46,3.07,17.25,-251.78999999999996,0,20.32,WARING!!! : Fokus Lunasi Utang & Nabung
2757,2023-09-07,1339,3004.32,2638.58,701.97,374.24,0.42,0.27,1.8,14.25,365.74000000000024,30,46.05,Perbaiki Dana Darurat dan pelunasan Utang
2758,2023-10-07,1821,3771.84,3244.96,794.06,557.29,0.39,0.24,1.6,15.38,526.8800000000001,30,46.98,Perbaiki Dana Darurat dan pelunasan Utang
2759,2023-11-06,1582,4735.73,1392.36,874.75,748.8,0.49,0.63,4.2,11.63,3343.37,30,45.83,Perbaiki Dana Darurat dan pelunasan Utang
2760,2019-01-01,1780,3664.19,1462.03,796.65,674.51,0.23,0.54,3.6,21.38,2202.16,30,54.98,Perbaiki Dana Darurat dan pelunasan Utang
2761,2019-01-31,1374,3885.63,2852.55,1245.93,286.25,0.49,0.44,2.93,11.63,1033.08,30,44.56,Perbaiki Dana Darurat dan pelunasan Utang
2762,2019-03-02,1419,4597.8,1857.4,754.26,188.99,0.21,0.41,2.73,22.12,2740.4,30,54.85,Perbaiki Dana Darurat dan pelunasan Utang
2763,2019-04-01,1310,5201.93,3669.72,165.26,339.24,0.43,0.05,0.33,13.88,1532.2100000000005,30,44.21,Perbaiki Dana Darurat dan pelunasan Utang
2764,2019-05-01,1544,5219.48,2840.75,1366.26,129.94,0.52,0.48,3.2,10.5,2378.7299999999996,30,43.7,Perbaiki Dana Darurat dan pelunasan Utang
2765,2019-05-31,1443,3451.76,1246.26,1191.36,220.11,0.53,0.96,6.4,10.12,2205.5,30,46.52,Perbaiki Dana Darurat dan pelunasan Utang
2766,2019-06-30,1186,4478.78,3190.63,1130.73,210.85,0.11,0.35,2.33,25.88,1288.1499999999996,30,58.21,Perbaiki Dana Darurat dan pelunasan Utang
2767,2019-07-30,1315,2097.52,4403.14,938.7,28.99,0.28,0.21,1.4,19.5,-2305.6200000000003,0,20.9,WARING!!! : Fokus Lunasi Utang & Nabung
2768,2019-08-29,1411,3605.42,1967.19,669.82,802.34,0.31,0.34,2.27,18.38,1638.23,30,50.65,Perbaiki Dana Darurat dan pelunasan Utang
2769,2019-09-28,1227,3704.29,3077.46,540.88,140.81,0.58,0.18,1.2,8.25,626.8299999999999,30,39.45,WARING!!! : Fokus Lunasi Utang & Nabung
2770,2019-10-28,1882,2369.32,3415.98,349.43,88.08,0.32,0.1,0.67,18.0,-1046.6599999999999,0,18.67,WARING!!! : Fokus Lunasi Utang & Nabung
2771,2019-11-27,1605,1940.92,3667.78,1452.51,79.0,0.25,0.4,2.67,20.62,-1726.8600000000001,0,23.29,WARING!!! : Fokus Lunasi Utang & Nabung
2772,2019-12-27,1757,3568.93,2621.82,911.69,455.31,0.55,0.35,2.33,9.38,947.1099999999997,30,41.71,Perbaiki Dana Darurat dan pelunasan Utang
2773,2020-01-26,1909,3718.65,2586.2,1282.18,555.05,0.27,0.5,3.33,19.88,1132.4500000000003,30,53.21,Perbaiki Dana Darurat dan pelunasan Utang
2774,2020-02-25,1220,4237.7,2526.78,1301.13,328.86,0.43,0.51,3.4,13.88,1710.9199999999996,30,47.28,Perbaiki Dana Darurat dan pelunasan Utang
2775,2020-03-26,1415,6326.95,3744.31,883.99,565.97,0.54,0.24,1.6,9.75,2582.64,30,41.35,Perbaiki Dana Darurat dan pelunasan Utang
2776,2020-04-25,1631,3397.68,2411.48,105.0,532.64,0.45,0.04,0.27,13.12,986.1999999999998,30,43.39,Perbaiki Dana Darurat dan pelunasan Utang
2777,2020-05-25,1261,4122.67,4323.12,541.69,480.23,0.52,0.13,0.87,10.5,-200.44999999999982,0,11.37,WARING!!! : Fokus Lunasi Utang & Nabung
2778,2020-06-24,1418,4108.74,2395.76,1440.0,222.34,0.1,0.6,4.0,26.25,1712.9799999999996,30,60.25,Siap Investasi
2779,2020-07-24,1592,4239.48,2694.98,649.92,492.66,0.19,0.24,1.6,22.88,1544.4999999999995,30,54.48,Perbaiki Dana Darurat dan pelunasan Utang
2780,2020-08-23,1937,5658.78,1950.82,1480.39,602.16,0.11,0.76,5.07,25.88,3707.96,30,60.95,Siap Investasi
2781,2020-09-22,1237,4942.76,2125.28,1280.06,575.14,0.55,0.6,4.0,9.38,2817.48,30,43.38,Perbaiki Dana Darurat dan pelunasan Utang
2782,2020-10-22,1517,4701.15,1944.31,872.25,306.64,0.33,0.45,3.0,17.62,2756.8399999999997,30,50.62,Perbaiki Dana Darurat dan pelunasan Utang
2783,2020-11-21,1645,4189.92,3941.02,1319.76,55.24,0.46,0.33,2.2,12.75,248.9000000000001,30,44.95,Perbaiki Dana Darurat dan pelunasan Utang
2784,2020-12-21,1849,3557.29,3302.7,1286.41,119.36,0.43,0.39,2.6,13.88,254.59000000000015,30,46.48,Perbaiki Dana Darurat dan pelunasan Utang
2785,2021-01-20,1091,2927.02,2492.13,1972.13,613.9,0.53,0.79,5.27,10.12,434.8899999999999,30,45.39,Perbaiki Dana Darurat dan pelunasan Utang
2786,2021-02-19,1346,2903.77,1357.21,763.28,618.21,0.21,0.56,3.73,22.12,1546.56,30,55.85,Perbaiki Dana Darurat dan pelunasan Utang
2787,2021-03-21,1637,4327.77,3154.73,1091.82,104.91,0.31,0.35,2.33,18.38,1173.0400000000004,30,50.71,Perbaiki Dana Darurat dan pelunasan Utang
2788,2021-04-20,1047,4873.0,3477.82,776.84,563.35,0.17,0.22,1.47,23.62,1395.1799999999998,30,55.09,Perbaiki Dana Darurat dan pelunasan Utang
2789,2021-05-20,1667,4207.24,3409.25,1578.22,610.19,0.2,0.46,3.07,22.5,797.9899999999998,30,55.57,Perbaiki Dana Darurat dan pelunasan Utang
2790,2021-06-19,1557,4776.26,4119.67,1349.01,849.42,0.32,0.33,2.2,18.0,656.5900000000001,30,50.2,Perbaiki Dana Darurat dan pelunasan Utang
2791,2021-07-19,1487,3454.82,3024.92,1533.13,600.71,0.43,0.51,3.4,13.88,429.9000000000001,30,47.28,Perbaiki Dana Darurat dan pelunasan Utang
2792,2021-08-18,1584,4519.37,3956.7,629.74,629.43,0.29,0.16,1.07,19.12,562.6700000000001,30,50.19,Perbaiki Dana Darurat dan pelunasan Utang
2793,2021-09-17,1664,2254.1,2907.71,1673.62,111.81,0.37,0.58,3.87,16.12,-653.6100000000001,0,19.99,WARING!!! : Fokus Lunasi Utang & Nabung
2794,2021-10-17,1882,5347.9,3760.72,2412.13,371.72,0.59,0.64,4.27,7.88,1587.1799999999998,30,42.15,Perbaiki Dana Darurat dan pelunasan Utang
2795,2021-11-16,1228,3473.49,3254.23,359.86,409.35,0.23,0.11,0.73,21.38,219.25999999999976,30,52.11,Perbaiki Dana Darurat dan pelunasan Utang
2796,2021-12-16,1756,2288.96,3012.86,897.06,317.43,0.47,0.3,2.0,12.38,-723.9000000000001,0,14.38,WARING!!! : Fokus Lunasi Utang & Nabung
2797,2022-01-15,1509,4723.72,1666.13,935.92,259.89,0.33,0.56,3.73,17.62,3057.59,30,51.35,Perbaiki Dana Darurat dan pelunasan Utang
2798,2022-02-14,1769,3548.63,2946.21,1070.11,244.93,0.59,0.36,2.4,7.88,602.4200000000001,30,40.28,Perbaiki Dana Darurat dan pelunasan Utang
2799,2022-03-16,1750,4056.64,2764.49,1258.19,359.37,0.25,0.46,3.07,20.62,1292.15,30,53.69,Perbaiki Dana Darurat dan pelunasan Utang
2800,2022-04-15,1565,4879.61,3328.07,1667.98,269.52,0.18,0.5,3.33,23.25,1551.5399999999995,30,56.58,Perbaiki Dana Darurat dan pelunasan Utang
2801,2022-05-15,1494,2506.27,2138.17,1690.67,217.53,0.36,0.79,5.27,16.5,368.0999999999999,30,51.77,Perbaiki Dana Darurat dan pelunasan Utang
