date,user_id,monthly_income,monthly_expense_total,emergency_fund,investment_amount,debt_to_income_ratio,age,Rasio Dana Darurat,score_emergency,cluster_investor,status_kesiapan_invest,ticker_saham,jumlah_lot,average_price
2021-10-17,1417,70507999.8,41664405.96,17571332.52,4039340.58,0.14,27,0.42,2.8,2,Siap Investasi (Konservatif),BMRI.JK,16,3986
2021-11-16,1106,78005013.12,84364208.64,24631745.4,8970583.5,0.27,25,0.29,1.93,0,Siap Investasi (Agresif),BFIN.JK,22,4946
2021-12-16,1823,67016070.18,46803811.86,22145150.34,8680099.14,0.17,25,0.47,3.13,0,Siap Investasi (Agresif),INDF.JK,21,1918
2022-01-15,1780,76054468.32,55186785.0,11198853.72,0.0,0.46,18,0.2,1.33,1,Belum Siap Investasi,Belum Ada Portfolio,0,0
2022-02-14,1047,76143081.78,63155179.98,9084714.84,12028184.82,0.36,29,0.14,0.93,0,Siap Investasi (Agresif),BBTN.JK,21,2375
2022-03-16,1426,45589615.2,58671548.64,19900800.36,5207919.66,0.48,28,0.34,2.27,1,Belum Siap Investasi,MBMA.JK,8,2181
2022-04-15,1959,91743245.46,64751795.28,22801973.58,4555291.14,0.23,25,0.35,2.33,2,Siap Investasi (Konservatif),ADRO.JK,49,2612
2022-05-15,1017,50110299.900000006,25485545.700000003,29441516.22,4367227.86,0.36,26,1.16,5.07,2,Siap Investasi (Konservatif),INTP.JK,16,1490
2022-06-14,1089,53667946.8,33682203.36,20865236.4,0.0,0.38,21,0.62,4.13,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2022-07-14,1566,64393496.28,82875782.16000001,14740945.2,1649573.64,0.3,18,0.18,1.2,2,Siap Investasi (Konservatif),BFIN.JK,31,4729
2022-08-13,1655,77107517.82,51054636.24,26893049.040000003,6835471.02,0.42,18,0.53,3.53,1,Belum Siap Investasi,PGEO.JK,42,2878
2022-09-12,1472,75078671.58,58953643.56,23281045.56,0.0,0.39,20,0.39,2.6,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2022-10-12,1312,70958582.64,74686115.69999999,10725899.04,5193412.92,0.35,22,0.14,0.93,2,Siap Investasi (Konservatif),ICBP.JK,10,4534
2022-11-11,1034,68359953.6,54826213.86,20281471.200000003,4816936.800000001,0.16,22,0.37,2.47,2,Siap Investasi (Konservatif),PTPP.JK,32,4296
2022-12-11,1437,82761825.6,78839238.06,13927693.86,14065839.971999988,0.35,26,0.18,1.2,0,Siap Investasi (Agresif),MEDC.JK,34,2940
2023-01-10,1127,87872043.24,65578679.46,16765596.72,7665151.68,0.45,27,0.26,1.73,1,Belum Siap Investasi,BUKA.JK,9,1312
2023-02-09,1465,72788878.80000001,55274175.0,6117125.22,10115392.5,0.56,29,0.11,0.73,1,Belum Siap Investasi,MDKA.JK,17,3662
2023-03-11,1665,89191107.9,45266971.32,33847370.46,2051742.42,0.19,19,0.75,5.0,2,Siap Investasi (Konservatif),INKP.JK,11,1918
2023-04-10,1009,82131568.92,55891323.18,20979018.18,6824634.66,0.18,19,0.38,2.53,2,Siap Investasi (Konservatif),ITMG.JK,32,2882
2023-05-10,1507,82796956.38,72411354.0,9266486.04,14065839.971999988,0.57,23,0.13,0.87,1,Belum Siap Investasi,UNTR.JK,10,1812
2023-06-09,1639,50977208.7,48641099.22,22657605.299999997,8376681.06,0.56,26,0.47,3.13,1,Belum Siap Investasi,GOTO.JK,22,3987
2023-07-09,1793,110852991.54,21376992.24,19363876.200000003,1969945.38,0.48,18,0.91,5.07,1,Belum Siap Investasi,PGAS.JK,17,2489
2023-08-08,1819,73661730.12,83930754.24,6892274.52,5125773.06,0.45,26,0.08,0.53,1,Belum Siap Investasi,JPFA.JK,4,4159
2023-09-07,1639,103265616.96,46990476.900000006,17070762.6,6249783.239999999,0.12,26,0.36,2.4,2,Siap Investasi (Konservatif),PTMP.JK,48,4954
2023-10-07,1728,56928467.7,65718678.24,29044241.28,1467278.1,0.4,30,0.44,2.93,2,Siap Investasi (Konservatif),ANTM.JK,47,2326
2023-11-06,1777,41426879.94,37820818.98,20034681.84,10397137.86,0.3,26,0.53,3.53,0,Siap Investasi (Agresif),EMTK.JK,25,1679
2019-01-01,1997,71258330.34,36569044.62,26478296.1,609632.64,0.52,22,0.72,4.8,1,Belum Siap Investasi,INDY.JK,21,1434
2019-01-31,1689,54144921.419999994,54446766.48,26925033.78,11269290.06,0.34,30,0.49,3.27,0,Siap Investasi (Agresif),ARTO.JK,37,1681
2019-03-02,1795,63675674.82,45805818.06,17908832.700000003,5287794.12,0.45,26,0.39,2.6,1,Belum Siap Investasi,BBNI.JK,38,2158
2019-04-01,1696,66337399.44,56304503.099999994,0.0,10362007.08,0.18,28,0.0,0.0,0,Siap Investasi (Agresif),MEDC.JK,49,2073
2019-05-01,1880,60631007.22,81237569.22,30280984.56,4223558.7,0.23,21,0.37,2.47,2,Siap Investasi (Konservatif),INTP.JK,1,2455
2019-05-31,1906,56198586.419999994,54492384.06,18708451.200000003,1332872.28,0.26,19,0.34,2.27,2,Siap Investasi (Konservatif),ITMG.JK,25,3387
2019-06-30,1753,49003592.94,62210494.080000006,22454860.5,6708755.52,0.18,30,0.36,2.4,2,Siap Investasi (Konservatif),INCO.JK,36,3394
2019-07-30,1571,83587486.32,22769814.06,13563627.12,6723087.48,0.52,23,0.6,4.0,1,Belum Siap Investasi,UNTR.JK,17,3693
2019-08-29,1094,72673174.44,58158394.56,14447140.020000001,7836960.42,0.46,21,0.25,1.67,1,Belum Siap Investasi,BRIS.JK,41,2370
2019-09-28,1585,42307945.919999994,56309396.94,20830629.959999997,10751941.26,0.15,23,0.37,2.47,0,Siap Investasi (Agresif),INDY.JK,24,1648
2019-10-28,1948,78488629.38,34084546.92,14801069.520000001,1519712.1,0.53,20,0.43,2.87,1,Belum Siap Investasi,KLBF.JK,2,1244
2019-11-27,1422,88432562.69999999,76219111.08,23637596.76,2595133.44,0.39,23,0.31,2.07,2,Siap Investasi (Konservatif),INDF.JK,40,3156
2019-12-27,1211,51059704.86,73980354.06,23576074.200000003,5529340.08,0.56,19,0.32,2.13,1,Belum Siap Investasi,EXCL.JK,15,4896
2020-01-26,1378,60898245.84,73660506.66000001,23336101.26,0.0,0.44,19,0.32,2.13,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2020-02-25,1896,104912044.56,17216004.78,12242465.100000001,12965529.96,0.4,30,0.71,4.73,0,Siap Investasi (Agresif),AMMN.JK,32,4870
2020-03-26,1620,64988097.84,42478356.419999994,17240473.98,2766417.84,0.11,26,0.41,2.73,2,Siap Investasi (Konservatif),ERAA.JK,39,3580
2020-04-25,1280,86213905.38,44511397.38,13628645.28,9081918.36,0.21,24,0.31,2.07,0,Siap Investasi (Agresif),INTP.JK,6,4161
2020-05-25,1416,73316714.4,53009550.54,27734090.4,6258347.46,0.36,20,0.52,3.47,1,Belum Siap Investasi,JSMR.JK,1,1295
2020-06-24,1389,61021290.96,67491646.56,11782968.479999999,11272086.54,0.23,30,0.17,1.13,0,Siap Investasi (Agresif),SCMA.JK,47,3159
2020-07-24,1170,61554719.52,66130459.919999994,29019422.52,2249593.3800000004,0.42,28,0.44,2.93,1,Belum Siap Investasi,AMMN.JK,23,4884
2020-08-23,1075,83223419.58,56685698.28,24811943.58,3792026.8800000004,0.16,18,0.44,2.93,2,Siap Investasi (Konservatif),ICBP.JK,39,2612
2020-09-22,1021,51618301.74,34015683.6,16521254.28,6761364.300000001,0.36,25,0.49,3.27,1,Belum Siap Investasi,BUKA.JK,17,4248
2020-10-22,1915,79317785.69999999,67878085.14,13267724.58,3458371.86,0.46,23,0.2,1.33,1,Belum Siap Investasi,BBTN.JK,34,3390
2020-11-21,1371,69843835.8,55391801.94,13694013.0,5793432.66,0.17,24,0.25,1.67,2,Siap Investasi (Konservatif),EXCL.JK,41,4731
2020-12-21,1438,77106294.36,59277161.34,14228315.46,4205731.14,0.22,26,0.24,1.6,2,Siap Investasi (Konservatif),BUKA.JK,29,3148
2021-01-20,1970,41551323.3,64838486.16,28209666.78,447786.36000000004,0.38,22,0.44,2.93,2,Siap Investasi (Konservatif),BBNI.JK,9,4829
2021-02-19,1205,84617989.19999999,53339010.84,23538846.06,3065641.2,0.54,18,0.44,2.93,1,Belum Siap Investasi,TBIG.JK,13,3676
2021-03-21,1164,70489473.12,66791128.32,15656617.62,10560207.600000001,0.28,29,0.23,1.53,0,Siap Investasi (Agresif),ACES.JK,6,2627
2021-04-20,1355,51844641.84,52150157.28,0.0,2707866.54,0.36,27,0.0,0.0,2,Siap Investasi (Konservatif),EXCL.JK,6,4472
2021-05-20,1626,24461334.9,61428353.580000006,18166807.98,5169992.4,0.42,24,0.3,2.0,1,Belum Siap Investasi,HRUM.JK,20,1027
2021-06-19,1203,80513630.46,49889727.54,29391703.92,9458044.92,0.41,22,0.59,3.93,1,Belum Siap Investasi,TKIM.JK,3,3984
2021-07-19,1627,63324192.24,52760139.48,10747222.2,8349065.82,0.27,20,0.2,1.33,0,Siap Investasi (Agresif),TPIA.JK,17,2985
2021-08-18,1039,83166091.74,65218807.44,13487073.479999999,802939.32,0.33,29,0.21,1.4,2,Siap Investasi (Konservatif),CPIN.JK,49,2560
2021-09-17,1838,58065411.599999994,46715547.96,13117064.22,4449724.0200000005,0.27,30,0.28,1.87,2,Siap Investasi (Konservatif),SCMA.JK,12,1057
2021-10-17,1494,80830856.16000001,47938833.18,14660022.06,11188017.36,0.2,26,0.31,2.07,0,Siap Investasi (Agresif),BMRI.JK,48,2521
2021-11-16,1123,70508698.92,46739318.04,34074060.12,5370115.5,0.43,18,0.73,4.87,1,Belum Siap Investasi,PTBA.JK,47,1296
2021-12-16,1699,68849337.6,73131797.16000001,30919455.9,6015228.48,0.38,18,0.42,2.8,1,Belum Siap Investasi,INDF.JK,45,3181
2022-01-15,1037,58441188.599999994,59369445.18,19688093.1,1986724.26,0.29,18,0.33,2.2,2,Siap Investasi (Konservatif),BBTN.JK,1,4402
2022-02-14,1387,90535690.44,53849718.0,13419783.18,1563232.32,0.29,20,0.25,1.67,2,Siap Investasi (Konservatif),JSMR.JK,17,3296
2022-03-16,1237,84003637.5,48401301.06,7517462.58,9487757.520000001,0.44,29,0.16,1.07,1,Belum Siap Investasi,TPIA.JK,3,4068
2022-04-15,1926,63877196.16,75021693.30000001,11010440.88,10417936.68,0.22,23,0.15,1.0,0,Siap Investasi (Agresif),JPFA.JK,26,3597
2022-05-15,1469,43473728.52,73159412.4,19754159.94,8320926.239999999,0.56,27,0.27,1.8,1,Belum Siap Investasi,SMGR.JK,15,1901
2022-06-14,1484,69379445.34,72321517.08,17122847.04,12753871.38,0.52,28,0.24,1.6,1,Belum Siap Investasi,UNVR.JK,36,2964
2022-07-14,1088,88562424.24,64321836.48,6809254.02,2899425.42,0.51,20,0.11,0.73,1,Belum Siap Investasi,BBTN.JK,32,2098
2022-08-13,1279,76875060.42,38968948.8,24279039.36,8121851.82,0.25,25,0.62,4.13,0,Siap Investasi (Agresif),ARTO.JK,32,2677
2022-09-12,1916,76636660.5,39737456.46,22313463.48,8660698.56,0.15,27,0.56,3.73,0,Siap Investasi (Agresif),INDF.JK,4,3881
2022-10-12,1460,73662604.02,51298803.900000006,25884393.66,13101508.8,0.21,19,0.5,3.33,0,Siap Investasi (Agresif),BBRI.JK,18,2191
2022-11-11,1753,58656692.34,68331988.8,26991100.62,371931.84,0.57,26,0.39,2.6,1,Belum Siap Investasi,ISAT.JK,49,1770
2022-12-11,1371,76619007.72,58679763.3,10270072.8,14065839.971999988,0.49,20,0.18,1.2,1,Belum Siap Investasi,ANTM.JK,19,2526
2023-01-10,1581,83517399.54,17799944.759999998,13276288.8,5445620.46,0.32,22,0.75,5.0,2,Siap Investasi (Konservatif),PTBA.JK,43,4956
2023-02-09,1875,53889742.62,18007932.959999997,28782945.18,3616897.32,0.48,27,1.6,5.07,1,Belum Siap Investasi,BRIS.JK,35,2378
2023-03-11,1799,90865500.30000001,56478234.419999994,2170767.6,6912723.78,0.13,25,0.04,0.27,2,Siap Investasi (Konservatif),INTP.JK,40,2248
2023-04-10,1854,65274562.26,36956182.32,12655994.58,3846733.02,0.56,19,0.34,2.27,1,Belum Siap Investasi,SIDO.JK,14,4735
2023-05-10,1280,69390106.92,35450277.839999996,23381369.28,0.0,0.47,23,0.66,4.4,1,Belum Siap Investasi,Belum Ada Portfolio,0,0
2023-06-09,1035,79334914.14,35904006.72,16801950.96,3507310.26,0.37,29,0.47,3.13,2,Siap Investasi (Konservatif),BBRI.JK,33,2554
2023-07-09,1309,56356237.98,50171822.46,645462.54,7348625.1,0.26,22,0.01,0.07,2,Siap Investasi (Konservatif),TOWR.JK,14,1145
2023-08-08,1152,69946256.88,27961653.959999997,4679384.94,6825858.12,0.51,30,0.17,1.13,1,Belum Siap Investasi,GGRM.JK,34,2983
2023-09-07,1903,80900593.38,54412160.04,8424221.22,0.0,0.2,27,0.15,1.0,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2023-10-07,1811,84838911.12,64120489.919999994,28169816.94,14065839.971999988,0.43,26,0.44,2.93,0,Siap Investasi (Agresif),HRUM.JK,4,2264
2023-11-06,1871,88467518.69999999,42859376.82,12464610.479999999,6379994.34,0.15,29,0.29,1.93,2,Siap Investasi (Konservatif),ITMG.JK,24,2907
2019-01-01,1571,65420154.0,46613476.44,7005706.739999999,1114921.6199999999,0.22,22,0.15,1.0,2,Siap Investasi (Konservatif),PGEO.JK,29,3940
2019-01-31,1255,38568003.48,37346990.400000006,19025327.34,4433993.82,0.53,19,0.51,3.4,1,Belum Siap Investasi,ITMG.JK,19,3391
2019-03-02,1317,68797952.28,53182058.400000006,11193610.32,5807240.28,0.12,22,0.21,1.4,2,Siap Investasi (Konservatif),INDF.JK,6,2772
2019-04-01,1889,47793940.56,61592646.78,26392304.34,6102793.260000001,0.52,29,0.43,2.87,1,Belum Siap Investasi,AMMN.JK,33,2058
2019-05-01,1743,48642497.46,38801334.78,20899493.28,9856368.54,0.41,21,0.54,3.6,1,Belum Siap Investasi,BUKA.JK,49,3749
2019-05-31,1500,105898677.66000001,36064804.32,5522174.1,10126403.64,0.54,28,0.15,1.0,1,Belum Siap Investasi,JPFA.JK,40,3048
2019-06-30,1330,78386033.52,58199293.080000006,14755277.16,5158107.36,0.56,24,0.25,1.67,1,Belum Siap Investasi,BFIN.JK,19,3019
2019-07-30,1747,61994116.44,60405715.8,13311070.020000001,6340319.28,0.11,23,0.22,1.47,2,Siap Investasi (Konservatif),MEDC.JK,1,1152
2019-08-29,1705,56057713.74,54956075.400000006,11470811.399999999,14065839.971999988,0.51,19,0.21,1.4,1,Belum Siap Investasi,MBMA.JK,5,3476
2019-09-28,1881,89150908.5,46626934.5,20129063.040000003,11030540.58,0.18,29,0.43,2.87,0,Siap Investasi (Agresif),BRIS.JK,27,1507
2019-10-28,1224,67728648.24,70699383.9,26151282.72,5757253.199999999,0.51,28,0.37,2.47,1,Belum Siap Investasi,TINS.JK,16,4197
2019-11-27,1418,60984062.82,36154990.8,28196907.84,6458470.56,0.55,28,0.78,5.07,1,Belum Siap Investasi,INDF.JK,6,1490
2019-12-27,1509,88966690.38,82358608.14,14721719.399999999,8211863.52,0.44,30,0.18,1.2,1,Belum Siap Investasi,INDF.JK,40,4553
2020-01-26,1713,54657026.82,61756939.98,25334710.56,5791859.64,0.27,22,0.41,2.73,2,Siap Investasi (Konservatif),BBRI.JK,13,1344
2020-02-25,1592,41945452.2,31475605.86,27537288.12,10980203.94,0.12,24,0.87,5.07,0,Siap Investasi (Agresif),SMGR.JK,48,2935
2020-03-26,1546,62459206.02,23575899.42,29054553.299999997,10359385.38,0.17,28,1.23,5.07,0,Siap Investasi (Agresif),INTP.JK,35,2761
2020-04-25,1632,84428877.24,65962845.900000006,14961517.56,1585604.16,0.15,24,0.23,1.53,2,Siap Investasi (Konservatif),ADRO.JK,19,1220
2020-05-25,1477,33773263.74,53470620.18,14448363.479999999,11055009.78,0.55,22,0.27,1.8,1,Belum Siap Investasi,PTBA.JK,12,2938
2020-06-24,1927,42054165.36,74208791.52,13464177.3,10362181.86,0.14,29,0.18,1.2,0,Siap Investasi (Agresif),BMRI.JK,16,2942
2020-07-24,1404,44256917.7,62793210.599999994,38233474.56,9109184.04,0.49,26,0.61,4.07,1,Belum Siap Investasi,ERAA.JK,43,1722
2020-08-23,1660,94788437.4,27495865.26,23561917.02,6616996.02,0.32,21,0.86,5.07,0,Siap Investasi (Agresif),EXCL.JK,10,4096
2020-09-22,1181,52601089.68,49775421.419999994,9150781.68,10726947.72,0.45,28,0.18,1.2,1,Belum Siap Investasi,BBRI.JK,25,1527
2020-10-22,1361,70293020.4,63404416.26,39390518.16,8349764.94,0.27,20,0.62,4.13,0,Siap Investasi (Agresif),ICBP.JK,20,4253
2020-11-21,1113,71961470.28,47690645.580000006,21681284.22,10994885.46,0.15,21,0.45,3.0,0,Siap Investasi (Agresif),AKRA.JK,31,2522
2020-12-21,1461,38802033.900000006,49270656.78,28703769.84,4012774.02,0.18,22,0.58,3.87,2,Siap Investasi (Konservatif),BUKA.JK,4,3888
2021-01-20,1462,67197142.26,43990378.2,11715852.96,6658768.44,0.29,30,0.27,1.8,2,Siap Investasi (Konservatif),WIKA.JK,44,2664
2021-02-19,1701,48401475.84,74952829.98,17732654.46,7041711.42,0.47,23,0.24,1.6,1,Belum Siap Investasi,MTEL.JK,23,4113
2021-03-21,1722,83430359.1,42275786.400000006,13916857.5,9355973.399999999,0.24,20,0.33,2.2,0,Siap Investasi (Agresif),TKIM.JK,2,4986
2021-04-20,1369,100130588.1,59154465.78,25948363.14,6935095.62,0.15,19,0.44,2.93,0,Siap Investasi (Agresif),INCO.JK,22,1480
2021-05-20,1549,81590799.6,38676716.64,2687067.72,2832135.1199999996,0.13,30,0.07,0.47,2,Siap Investasi (Konservatif),INDF.JK,37,3977
2021-06-19,1422,51600823.74,43973599.32,25683921.0,14065839.971999988,0.38,21,0.58,3.87,0,Siap Investasi (Agresif),ESSA.JK,8,2871
2021-07-19,1642,63092958.3,36329945.580000006,13084030.8,7434442.08,0.23,22,0.36,2.4,0,Siap Investasi (Agresif),PTBA.JK,7,4819
2021-08-18,1666,86277525.30000001,69477322.14,33431568.84,14065839.971999988,0.41,21,0.48,3.2,0,Siap Investasi (Agresif),BRPT.JK,14,3919
2021-09-17,1352,43987581.72,30140811.0,11646989.64,13595262.3,0.39,28,0.39,2.6,0,Siap Investasi (Agresif),KLBF.JK,3,2462
2021-10-17,1891,60420746.88,56388747.06,29467733.22,10280559.600000001,0.25,30,0.52,3.47,0,Siap Investasi (Agresif),TPIA.JK,16,2425
2021-11-16,1707,63391657.32,25383124.62,18733619.52,6187736.34,0.36,29,0.74,4.93,1,Belum Siap Investasi,ERAA.JK,19,4617
2021-12-16,1505,56928992.04,72292154.04,28623895.38,1860008.76,0.31,20,0.4,2.67,2,Siap Investasi (Konservatif),ANTM.JK,18,1344
2022-01-15,1421,59720927.76,39401704.080000006,14733604.44,9154102.5,0.38,25,0.37,2.47,1,Belum Siap Investasi,EMTK.JK,16,4964
2022-02-14,1895,90697187.16000001,30258962.28,13428522.18,14065839.971999988,0.14,27,0.44,2.93,0,Siap Investasi (Agresif),TLKM.JK,8,1044
2022-03-16,1038,52769927.16,62293689.36,13558908.06,4947497.46,0.51,21,0.22,1.47,1,Belum Siap Investasi,AMRT.JK,33,4717
2022-04-15,1394,64428452.28,46626235.38,23025342.42,5969086.56,0.12,19,0.49,3.27,2,Siap Investasi (Konservatif),AKRA.JK,49,3068
2022-05-15,1884,60599721.599999994,60284942.82,16487172.18,8951532.479999999,0.22,19,0.27,1.8,0,Siap Investasi (Agresif),TPIA.JK,12,2657
2022-06-14,1685,66102145.56,58448529.36,3685760.64,2368618.56,0.5,18,0.06,0.4,1,Belum Siap Investasi,ACES.JK,11,4141
2022-07-14,1427,59609068.56,40031436.419999994,10854886.68,10335090.96,0.52,30,0.27,1.8,1,Belum Siap Investasi,TOWR.JK,5,2887
2022-08-13,1949,59672863.26,49056900.84,18558489.959999997,7668472.5,0.53,21,0.38,2.53,1,Belum Siap Investasi,UNTR.JK,27,3920
2022-09-12,1178,75851548.74,51651684.72,10475963.64,6925482.72,0.24,27,0.2,1.33,2,Siap Investasi (Konservatif),MAPI.JK,12,3095
2022-10-12,1131,93726124.56,45799176.419999994,10512842.22,6100695.9,0.16,26,0.23,1.53,2,Siap Investasi (Konservatif),BRIS.JK,17,2514
2022-11-11,1874,52968477.24,52392402.36,0.0,12111205.32,0.21,28,0.0,0.0,0,Siap Investasi (Agresif),ITMG.JK,6,3598
2022-12-11,1083,69203267.1,67513144.5,25709788.44,9398969.28,0.54,24,0.38,2.53,1,Belum Siap Investasi,UNVR.JK,33,3334
2023-01-10,1044,71258155.56,55003965.12,30211946.459999997,5904942.300000001,0.3,29,0.55,3.67,2,Siap Investasi (Konservatif),JPFA.JK,5,2001
2023-02-09,1075,82014291.54,52940162.88,25329816.72,912701.16,0.47,27,0.48,3.2,1,Belum Siap Investasi,PTPP.JK,28,2033
2023-03-11,1529,95406109.92,34844839.92,8452710.36,6866057.52,0.31,24,0.24,1.6,2,Siap Investasi (Konservatif),HMSP.JK,14,3589
2023-04-10,1540,45640301.400000006,56798081.82,24716338.92,9614822.58,0.11,30,0.44,2.93,0,Siap Investasi (Agresif),GOTO.JK,5,3040
2023-05-10,1595,44217766.98,59085252.900000006,26254752.48,3719493.18,0.25,24,0.44,2.93,2,Siap Investasi (Konservatif),BBTN.JK,33,3803
2023-06-09,1984,76494739.14,38877014.52,18640287.0,13596835.32,0.14,25,0.48,3.2,0,Siap Investasi (Agresif),CPIN.JK,48,1273
2023-07-09,1551,46223367.48,51313834.98,25699825.98,1037494.08,0.46,18,0.5,3.33,1,Belum Siap Investasi,BRIS.JK,41,1955
2023-08-08,1797,80448087.96,38360190.06,29526634.08,11459975.04,0.54,27,0.77,5.07,1,Belum Siap Investasi,MTEL.JK,19,3647
2023-09-07,1864,109128437.28,46888230.599999994,22318007.76,9861611.94,0.51,30,0.48,3.2,1,Belum Siap Investasi,BRPT.JK,22,2779
2023-10-07,1223,74998098.0,62037287.099999994,27370023.66,14065839.971999988,0.4,27,0.44,2.93,0,Siap Investasi (Agresif),ICBP.JK,5,1380
2023-11-06,1506,77220600.48,40462269.12,7668297.72,0.0,0.21,25,0.19,1.27,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2019-01-01,1653,98775169.19999999,59711314.86,11882767.86,4690396.08,0.41,21,0.2,1.33,1,Belum Siap Investasi,ASII.JK,2,2352
2019-01-31,1627,113318438.22,45723147.12,8075010.78,8737951.32,0.23,21,0.18,1.2,0,Siap Investasi (Agresif),UNTR.JK,30,1478
2019-03-02,1473,72559217.88,61890471.900000006,31726764.72,4986648.18,0.5,21,0.51,3.4,1,Belum Siap Investasi,PGEO.JK,47,3062
2019-04-01,1671,70071923.7,29058573.24,17494953.66,2967065.28,0.11,23,0.6,4.0,2,Siap Investasi (Konservatif),HMSP.JK,39,1515
2019-05-01,1990,60630482.88,63432730.62,12614047.38,5837302.44,0.33,24,0.2,1.33,2,Siap Investasi (Konservatif),BUKA.JK,4,1190
2019-05-31,1769,78660088.56,57987459.72,27157141.62,8616304.44,0.35,23,0.47,3.13,0,Siap Investasi (Agresif),INDF.JK,33,2191
2019-06-30,1370,77178128.94,53175591.54,28020205.26,14065839.971999988,0.33,18,0.53,3.53,0,Siap Investasi (Agresif),SRTG.JK,13,4592
2019-07-30,1532,54037431.72,49949152.74,13909691.520000001,1794116.7000000002,0.15,29,0.28,1.87,2,Siap Investasi (Konservatif),ASII.JK,20,3668
2019-08-29,1565,83738321.46,44520485.94,20873975.4,4485204.36,0.1,25,0.47,3.13,2,Siap Investasi (Konservatif),BRIS.JK,7,2160
2019-09-28,1825,79966569.06,64615466.88,20510957.34,0.0,0.14,30,0.32,2.13,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2019-10-28,1245,64306980.18,68514808.67999999,28831708.799999997,543740.58,0.29,27,0.42,2.8,2,Siap Investasi (Konservatif),ICBP.JK,15,3201
2019-11-27,1270,84747326.4,64316068.74,3717570.5999999996,12990698.28,0.33,28,0.06,0.4,0,Siap Investasi (Agresif),PGEO.JK,23,2411
2019-12-27,1190,74351936.33999999,45632261.52,30158813.34,7198663.86,0.46,30,0.66,4.4,1,Belum Siap Investasi,SCMA.JK,14,4280
2020-01-26,1931,71157657.06,29904333.66,16610741.64,6006139.92,0.29,24,0.56,3.73,2,Siap Investasi (Konservatif),SMGR.JK,23,1271
2020-02-25,1466,93638035.44,56802451.32,14150014.020000001,0.0,0.52,23,0.25,1.67,1,Belum Siap Investasi,Belum Ada Portfolio,0,0
2020-03-26,1544,79029748.26,54447465.599999994,10012097.520000001,2569615.56,0.1,23,0.18,1.2,2,Siap Investasi (Konservatif),ARTO.JK,19,1142
2020-04-25,1190,48644769.599999994,36880327.8,24343008.84,11697850.62,0.52,22,0.66,4.4,1,Belum Siap Investasi,AKRA.JK,29,4682
2020-05-25,1423,25063801.56,49079622.24,23415800.94,4527850.68,0.14,23,0.48,3.2,2,Siap Investasi (Konservatif),INDF.JK,20,2912
2020-06-24,1497,79851389.04,41436143.28,18141814.44,9200593.979999999,0.21,29,0.44,2.93,0,Siap Investasi (Agresif),MTEL.JK,29,4891
2020-07-24,1146,75957465.42,28696778.64,17658023.4,7906697.64,0.31,26,0.62,4.13,0,Siap Investasi (Agresif),SRTG.JK,24,2092
2020-08-23,1773,73810642.68,34674778.980000004,21943978.56,7718809.14,0.2,27,0.63,4.2,0,Siap Investasi (Agresif),GOTO.JK,18,3294
2020-09-22,1494,75089682.72,56678007.96,21121114.32,4646001.96,0.33,26,0.37,2.47,2,Siap Investasi (Konservatif),UNTR.JK,10,4332
2020-10-22,1341,61000142.580000006,57059377.919999994,6375624.84,2600376.84,0.29,27,0.11,0.73,2,Siap Investasi (Konservatif),TOWR.JK,41,1787
2020-11-21,1491,31436629.92,68071391.82000001,28205646.84,14065839.971999988,0.23,25,0.41,2.73,0,Siap Investasi (Agresif),AKRA.JK,8,3126
2020-12-21,1294,56772563.94,38521686.78,16973410.14,4498487.64,0.38,27,0.44,2.93,2,Siap Investasi (Konservatif),ERAA.JK,26,2681
2021-01-20,1667,68126797.08,71380326.78,22201779.06,4412495.88,0.11,26,0.31,2.07,2,Siap Investasi (Konservatif),PGEO.JK,29,1622
2021-02-19,1043,65634958.62,46646859.419999994,14127117.84,6838617.06,0.27,30,0.3,2.0,2,Siap Investasi (Konservatif),BRIS.JK,10,4841
2021-03-21,1843,65290292.46,54390662.099999994,26937792.72,5969960.46,0.31,27,0.5,3.33,2,Siap Investasi (Konservatif),HMSP.JK,17,4676
2021-04-20,1189,78166859.4,27785126.16,25389766.26,1719310.86,0.15,25,0.91,5.07,2,Siap Investasi (Konservatif),INDY.JK,2,3572
2021-05-20,1164,50481357.84,51315932.34,14937747.479999999,13833837.0,0.19,25,0.29,1.93,0,Siap Investasi (Agresif),BMRI.JK,6,3819
2021-06-19,1607,83557598.94,43192857.06,18462186.18,9696619.62,0.55,18,0.43,2.87,1,Belum Siap Investasi,ARTO.JK,5,1937
2021-07-19,1962,97163522.82,55934319.06,16828342.740000002,0.0,0.54,27,0.3,2.0,1,Belum Siap Investasi,Belum Ada Portfolio,0,0
2021-08-18,1209,83308187.88,37751955.66,18834817.14,2838776.76,0.55,28,0.5,3.33,1,Belum Siap Investasi,BUKA.JK,28,4692
2021-09-17,1518,53706223.62,53509421.34,18690448.86,4374743.4,0.51,22,0.35,2.33,1,Belum Siap Investasi,WIKA.JK,41,4401
